schidkn,pscore,classid,cs,female,nwhite,n
43,54.990776,12800.0,23.0,0.0,0.0,1.0
1,86.02164,201.0,20.0,1.0,0.0,1.0
36,86.31177,10533.0,14.0,0.0,0.0,1.0
28,82.737686,8125.0,17.0,1.0,1.0,1.0
44,84.32411,12944.0,17.0,1.0,0.0,1.0
69,84.32411,20600.0,23.0,1.0,0.0,1.0
76,86.02164,22700.0,23.0,1.0,0.0,1.0
37,67.52164,11000.0,27.0,0.0,0.0,1.0
79,77.12041,23300.0,22.0,1.0,0.0,1.0
7,52.972256,2106.0,24.0,0.0,0.0,1.0
61,72.80559,18100.0,20.0,0.0,0.0,1.0
27,86.743866,8032.0,25.0,0.0,1.0,1.0
11,86.743866,3100.0,14.0,1.0,0.0,1.0
48,82.145096,14300.0,21.0,0.0,0.0,1.0
41,72.80559,12041.0,14.0,1.0,0.0,1.0
69,83.86732,20500.0,22.0,1.0,0.0,1.0
28,75.453735,8126.0,15.0,0.0,1.0,1.0
51,71.97843,15000.0,16.0,0.0,0.0,1.0
9,80.92905,2508.0,13.0,0.0,0.0,1.0
55,79.50929,16346.0,23.0,1.0,0.0,1.0
63,84.68831,18662.0,14.0,1.0,0.0,1.0
63,82.737686,18662.0,14.0,1.0,0.0,1.0
76,60.87349,22578.0,17.0,0.0,0.0,1.0
16,75.453735,4512.0,17.0,1.0,1.0,1.0
35,64.29324,10300.0,24.0,1.0,0.0,1.0
28,75.453735,8200.0,24.0,1.0,1.0,1.0
65,81.515465,19300.0,16.0,0.0,0.0,1.0
69,72.80559,20600.0,23.0,0.0,0.0,1.0
80,83.86732,23400.0,13.0,0.0,0.0,1.0
28,83.86732,8334.0,22.0,1.0,1.0,1.0
30,86.31177,8700.0,17.0,0.0,1.0,1.0
51,73.737686,15142.0,22.0,1.0,0.0,1.0
38,87.13275,11100.0,13.0,1.0,0.0,1.0
19,77.12041,5617.0,22.0,1.0,1.0,1.0
31,46.774727,9100.0,21.0,0.0,1.0,1.0
43,58.52781,12700.0,22.0,0.0,0.0,1.0
8,75.453735,2308.0,24.0,0.0,0.0,1.0
22,53.978428,6318.0,16.0,1.0,1.0,1.0
23,57.385834,6727.0,21.0,0.0,1.0,1.0
22,75.453735,6424.0,22.0,0.0,1.0,1.0
7,73.737686,2107.0,23.0,0.0,0.0,1.0
51,85.12657,15048.0,17.0,1.0,0.0,1.0
13,69.71917,3800.0,23.0,1.0,0.0,1.0
66,85.12657,19758.0,22.0,0.0,0.0,1.0
49,78.79324,14400.0,16.0,0.0,0.0,1.0
73,86.743866,21700.0,22.0,1.0,0.0,1.0
27,86.31177,8031.0,25.0,1.0,1.0,1.0
50,74.645096,14747.0,16.0,0.0,0.0,1.0
63,85.12657,18662.0,14.0,0.0,0.0,1.0
69,73.737686,20600.0,23.0,1.0,0.0,1.0
27,65.31793,7823.0,14.0,1.0,1.0,1.0
49,84.68831,14500.0,22.0,1.0,0.0,1.0
27,86.743866,7930.0,27.0,0.0,1.0,1.0
68,62.015465,20259.0,24.0,0.0,0.0,1.0
3,84.68831,800.0,22.0,0.0,0.0,1.0
27,85.62657,7930.0,27.0,0.0,1.0,1.0
44,87.13275,12944.0,17.0,0.0,1.0,1.0
13,81.515465,3900.0,22.0,1.0,0.0,1.0
47,78.00312,13800.0,14.0,1.0,0.0,1.0
6,86.02164,1800.0,23.0,1.0,0.0,1.0
17,65.31793,4814.0,16.0,0.0,0.0,1.0
31,75.453735,9000.0,15.0,1.0,1.0,1.0
18,87.61423,5216.0,25.0,1.0,1.0,1.0
73,82.737686,21700.0,22.0,1.0,0.0,1.0
31,75.453735,9200.0,19.0,0.0,1.0,1.0
69,79.50929,20600.0,23.0,1.0,0.0,1.0
79,71.97843,23200.0,22.0,1.0,0.0,1.0
54,86.31177,16000.0,21.0,1.0,0.0,1.0
41,69.71917,12040.0,13.0,0.0,0.0,1.0
49,77.12041,14600.0,20.0,1.0,0.0,1.0
54,80.92905,16100.0,22.0,0.0,0.0,1.0
79,73.737686,23300.0,22.0,1.0,0.0,1.0
23,63.145096,6800.0,23.0,1.0,1.0,1.0
71,88.09572,21072.0,16.0,0.0,0.0,1.0
49,80.92905,14400.0,16.0,1.0,0.0,1.0
6,85.62657,1700.0,18.0,0.0,0.0,1.0
75,77.12041,22400.0,22.0,1.0,0.0,1.0
76,66.40436,22700.0,23.0,1.0,0.0,1.0
22,66.40436,6424.0,22.0,1.0,1.0,1.0
27,76.268555,7900.0,25.0,1.0,1.0,1.0
80,75.453735,23600.0,21.0,0.0,0.0,1.0
51,73.737686,15243.0,24.0,1.0,0.0,1.0
7,80.268555,1903.0,17.0,0.0,0.0,1.0
31,72.80559,9000.0,15.0,0.0,1.0,1.0
11,87.35497,3200.0,22.0,0.0,0.0,1.0
24,64.29324,6921.0,14.0,0.0,1.0,1.0
39,77.12041,11436.0,12.0,1.0,0.0,1.0
39,65.31793,11437.0,12.0,0.0,0.0,1.0
3,74.645096,702.0,16.0,1.0,0.0,1.0
70,72.80559,20961.0,24.0,1.0,0.0,1.0
73,75.453735,21700.0,22.0,0.0,0.0,1.0
22,53.978428,6424.0,22.0,0.0,1.0,1.0
31,46.774727,9200.0,19.0,1.0,1.0,1.0
78,52.972256,22800.0,14.0,0.0,0.0,1.0
29,88.43522,8400.0,16.0,1.0,1.0,1.0
38,88.762375,11300.0,19.0,0.0,0.0,1.0
68,87.61423,20260.0,22.0,0.0,0.0,1.0
51,85.62657,15048.0,17.0,0.0,0.0,1.0
6,85.62657,1600.0,13.0,1.0,0.0,1.0
30,86.31177,8700.0,17.0,0.0,1.0,1.0
44,73.737686,13000.0,23.0,1.0,0.0,1.0
70,84.32411,20961.0,24.0,1.0,0.0,1.0
36,80.080315,10533.0,14.0,1.0,0.0,1.0
16,67.52164,4513.0,17.0,1.0,1.0,1.0
76,89.552505,22700.0,23.0,1.0,0.0,1.0
23,84.32411,6728.0,23.0,1.0,1.0,1.0
51,86.94757,15142.0,22.0,1.0,0.0,1.0
28,82.737686,8127.0,15.0,1.0,1.0,1.0
34,64.29324,10000.0,19.0,1.0,0.0,1.0
76,49.78707,22668.0,22.0,0.0,0.0,1.0
1,66.40436,300.0,20.0,0.0,0.0,1.0
68,76.268555,20168.0,16.0,1.0,0.0,1.0
69,70.97843,20400.0,14.0,1.0,0.0,1.0
66,76.268555,19757.0,24.0,0.0,0.0,1.0
72,68.57102,21463.0,23.0,1.0,0.0,1.0
69,82.737686,20600.0,23.0,1.0,0.0,1.0
10,86.743866,3000.0,22.0,0.0,0.0,1.0
37,81.515465,10900.0,25.0,0.0,0.0,1.0
44,86.54016,12900.0,16.0,1.0,1.0,1.0
3,87.61423,701.0,15.0,0.0,0.0,1.0
24,63.145096,6922.0,14.0,1.0,1.0,1.0
58,80.92905,17155.0,15.0,1.0,0.0,1.0
30,74.645096,8800.0,23.0,1.0,1.0,1.0
75,88.89818,22366.0,23.0,0.0,0.0,1.0
13,72.80559,3800.0,23.0,0.0,0.0,1.0
22,72.80559,6423.0,22.0,1.0,1.0,1.0
72,85.12657,21374.0,14.0,0.0,0.0,1.0
58,80.92905,17350.0,22.0,1.0,0.0,1.0
68,72.80559,20167.0,17.0,1.0,0.0,1.0
52,89.69447,15400.0,20.0,1.0,0.0,1.0
41,73.737686,12041.0,14.0,1.0,0.0,1.0
3,68.57102,903.0,24.0,1.0,0.0,1.0
51,86.54016,15244.0,25.0,0.0,0.0,1.0
17,60.87349,5000.0,24.0,1.0,1.0,1.0
17,68.57102,4900.0,24.0,1.0,1.0,1.0
19,59.669785,5618.0,26.0,1.0,1.0,1.0
23,70.97843,6727.0,21.0,0.0,1.0,1.0
68,87.13275,20259.0,24.0,0.0,0.0,1.0
42,73.737686,12400.0,23.0,0.0,0.0,1.0
16,63.145096,4513.0,17.0,0.0,1.0,1.0
54,85.62657,16000.0,21.0,1.0,0.0,1.0
59,62.015465,17500.0,17.0,0.0,0.0,1.0
8,78.79324,2308.0,24.0,1.0,0.0,1.0
13,63.145096,3900.0,22.0,0.0,0.0,1.0
28,73.737686,8125.0,17.0,1.0,1.0,1.0
27,86.31177,7929.0,26.0,0.0,1.0,1.0
22,78.00312,6525.0,20.0,1.0,1.0,1.0
55,62.015465,16346.0,23.0,0.0,0.0,1.0
69,68.57102,20500.0,22.0,1.0,0.0,1.0
52,86.02164,15500.0,22.0,0.0,0.0,1.0
29,79.50929,8400.0,16.0,1.0,1.0,1.0
13,81.515465,3700.0,16.0,1.0,0.0,1.0
44,88.762375,12900.0,16.0,1.0,1.0,1.0
52,78.00312,15500.0,22.0,0.0,0.0,1.0
59,85.12657,17600.0,17.0,1.0,0.0,1.0
59,89.06485,17600.0,17.0,1.0,0.0,1.0
55,78.00312,16346.0,23.0,1.0,0.0,1.0
52,86.02164,15500.0,22.0,1.0,0.0,1.0
47,48.712997,13900.0,24.0,0.0,0.0,1.0
39,67.52164,11436.0,12.0,1.0,0.0,1.0
27,86.02164,8032.0,25.0,1.0,1.0,1.0
9,86.54016,2610.0,21.0,0.0,0.0,1.0
1,77.12041,300.0,20.0,0.0,0.0,1.0
57,71.97843,17000.0,20.0,1.0,0.0,1.0
71,62.015465,21200.0,24.0,0.0,0.0,1.0
8,68.57102,2400.0,23.0,0.0,0.0,1.0
39,59.669785,11436.0,12.0,0.0,0.0,1.0
72,67.52164,21464.0,22.0,1.0,0.0,1.0
52,85.62657,15500.0,22.0,1.0,0.0,1.0
27,87.13275,7929.0,26.0,1.0,1.0,1.0
5,89.32411,1300.0,16.0,0.0,0.0,1.0
43,52.972256,12700.0,22.0,1.0,0.0,1.0
21,78.79324,6100.0,23.0,0.0,1.0,1.0
20,86.743866,5919.0,21.0,0.0,1.0,1.0
58,77.12041,17154.0,15.0,0.0,0.0,1.0
58,83.86732,17349.0,24.0,1.0,0.0,1.0
47,89.552505,14000.0,26.0,1.0,0.0,1.0
61,60.87349,18200.0,22.0,1.0,0.0,1.0
63,82.145096,18663.0,15.0,0.0,0.0,1.0
43,71.97843,12700.0,22.0,1.0,0.0,1.0
58,77.12041,17200.0,23.0,0.0,0.0,1.0
46,64.29324,13700.0,23.0,1.0,0.0,1.0
22,77.12041,6424.0,22.0,0.0,1.0,1.0
51,81.515465,15048.0,17.0,0.0,0.0,1.0
63,86.02164,18663.0,15.0,0.0,0.0,1.0
27,86.02164,7824.0,14.0,1.0,1.0,1.0
59,83.29324,17457.0,14.0,1.0,0.0,1.0
15,87.86732,4400.0,15.0,1.0,1.0,1.0
31,77.12041,9000.0,15.0,0.0,1.0,1.0
22,66.40436,6318.0,16.0,0.0,1.0,1.0
41,89.06485,12200.0,22.0,0.0,0.0,1.0
73,86.743866,21600.0,15.0,1.0,0.0,1.0
46,68.57102,13600.0,24.0,0.0,0.0,1.0
51,59.669785,15244.0,25.0,1.0,0.0,1.0
51,79.50929,15243.0,24.0,0.0,0.0,1.0
8,78.00312,2309.0,25.0,1.0,0.0,1.0
31,62.015465,9100.0,21.0,0.0,1.0,1.0
70,72.80559,20769.0,16.0,0.0,0.0,1.0
60,72.80559,17759.0,15.0,1.0,0.0,1.0
52,69.71917,15500.0,22.0,1.0,0.0,1.0
54,89.06485,16000.0,21.0,1.0,0.0,1.0
12,80.92905,3600.0,23.0,0.0,0.0,1.0
39,70.97843,11500.0,20.0,1.0,0.0,1.0
58,79.50929,17350.0,22.0,0.0,0.0,1.0
18,63.145096,5200.0,24.0,0.0,0.0,1.0
62,64.29324,18400.0,24.0,1.0,0.0,1.0
78,53.978428,22900.0,24.0,0.0,0.0,1.0
63,62.015465,18854.0,22.0,0.0,0.0,1.0
61,75.453735,18100.0,20.0,1.0,0.0,1.0
17,72.80559,5000.0,24.0,0.0,0.0,1.0
71,80.92905,21100.0,24.0,0.0,0.0,1.0
21,79.50929,6100.0,23.0,1.0,1.0,1.0
43,88.762375,12600.0,15.0,0.0,0.0,1.0
18,78.79324,5200.0,24.0,1.0,0.0,1.0
7,78.79324,2005.0,24.0,1.0,0.0,1.0
76,79.50929,22669.0,24.0,1.0,0.0,1.0
58,85.12657,17154.0,15.0,0.0,0.0,1.0
62,78.79324,18300.0,17.0,0.0,0.0,1.0
69,78.00312,20600.0,23.0,0.0,0.0,1.0
18,73.737686,5300.0,22.0,0.0,0.0,1.0
75,62.015465,22200.0,16.0,1.0,0.0,1.0
3,71.97843,800.0,22.0,1.0,0.0,1.0
76,67.52164,22578.0,17.0,1.0,0.0,1.0
28,83.86732,8125.0,17.0,0.0,1.0,1.0
80,63.145096,23400.0,13.0,0.0,0.0,1.0
31,73.737686,9100.0,21.0,0.0,1.0,1.0
7,72.80559,2106.0,24.0,0.0,0.0,1.0
40,73.737686,11900.0,23.0,0.0,0.0,1.0
25,64.29324,7200.0,17.0,1.0,0.0,1.0
44,63.145096,12944.0,17.0,1.0,1.0,1.0
31,80.268555,9200.0,19.0,0.0,1.0,1.0
27,87.13275,7930.0,27.0,0.0,1.0,1.0
50,66.40436,14900.0,22.0,1.0,0.0,1.0
37,68.57102,10900.0,25.0,0.0,0.0,1.0
27,72.80559,7824.0,14.0,0.0,1.0,1.0
61,82.737686,18100.0,20.0,1.0,0.0,1.0
57,71.97843,16853.0,12.0,0.0,0.0,1.0
18,83.29324,5100.0,16.0,1.0,1.0,1.0
76,69.71917,22579.0,17.0,0.0,0.0,1.0
17,72.80559,5000.0,24.0,0.0,0.0,1.0
73,80.268555,21800.0,22.0,1.0,0.0,1.0
37,84.70897,11000.0,27.0,1.0,0.0,1.0
63,82.23983,18663.0,15.0,1.0,1.0,1.0
31,82.23983,9100.0,21.0,1.0,1.0,1.0
59,87.097855,17456.0,13.0,0.0,0.0,1.0
7,83.48674,2005.0,24.0,1.0,0.0,1.0
55,55.949707,16400.0,21.0,0.0,0.0,1.0
10,89.10403,2800.0,13.0,1.0,0.0,1.0
68,88.918846,20168.0,16.0,1.0,0.0,1.0
61,79.974396,18200.0,22.0,0.0,0.0,1.0
19,61.641068,5618.0,26.0,1.0,1.0,1.0
21,85.83859,6100.0,23.0,0.0,0.0,1.0
73,91.943535,21600.0,15.0,1.0,0.0,1.0
23,62.844772,6727.0,21.0,1.0,1.0,1.0
23,54.943535,6800.0,23.0,0.0,1.0,1.0
71,59.357117,21200.0,24.0,0.0,0.0,1.0
58,78.23983,17155.0,15.0,0.0,0.0,1.0
41,71.690445,12100.0,19.0,1.0,0.0,1.0
47,66.26453,13900.0,24.0,0.0,0.0,1.0
28,80.76453,8125.0,17.0,0.0,1.0,1.0
75,72.94971,22367.0,24.0,1.0,0.0,1.0
23,79.09168,6619.0,16.0,1.0,1.0,1.0
41,84.70897,12041.0,14.0,0.0,0.0,1.0
70,76.61638,20961.0,24.0,0.0,0.0,1.0
63,85.26453,18663.0,15.0,1.0,0.0,1.0
71,80.76453,21071.0,17.0,1.0,0.0,1.0
4,81.480576,1200.0,24.0,0.0,0.0,1.0
79,71.690445,23300.0,22.0,0.0,0.0,1.0
50,69.49292,14747.0,16.0,0.0,0.0,1.0
61,76.61638,18100.0,20.0,0.0,0.0,1.0
70,79.09168,20769.0,16.0,1.0,0.0,1.0
50,76.61638,14900.0,22.0,0.0,0.0,1.0
67,60.499092,19900.0,17.0,0.0,0.0,1.0
76,88.71514,22578.0,17.0,1.0,0.0,1.0
51,80.76453,15141.0,25.0,0.0,1.0,1.0
7,84.70897,2106.0,24.0,1.0,0.0,1.0
18,78.23983,5300.0,22.0,0.0,0.0,1.0
22,83.48674,6526.0,22.0,0.0,1.0,1.0
37,87.99292,10900.0,25.0,1.0,0.0,1.0
31,77.42502,9000.0,15.0,1.0,1.0,1.0
43,87.597855,12800.0,23.0,0.0,0.0,1.0
48,68.37563,14145.0,13.0,0.0,0.0,1.0
9,85.26453,2713.0,21.0,0.0,0.0,1.0
59,87.097855,17457.0,14.0,1.0,0.0,1.0
76,72.94971,22578.0,17.0,1.0,0.0,1.0
43,88.51144,12643.0,14.0,0.0,0.0,1.0
48,76.61638,14200.0,22.0,0.0,0.0,1.0
9,83.48674,2611.0,22.0,1.0,0.0,1.0
21,84.70897,6220.0,27.0,0.0,1.0,1.0
63,82.23983,18854.0,22.0,0.0,0.0,1.0
31,62.844772,9100.0,21.0,1.0,1.0,1.0
61,79.974396,18061.0,17.0,0.0,0.0,1.0
47,88.51144,14000.0,26.0,1.0,0.0,1.0
76,75.70897,22668.0,22.0,0.0,0.0,1.0
6,63.986748,1800.0,23.0,1.0,0.0,1.0
22,59.357117,6422.0,20.0,1.0,1.0,1.0
17,72.94971,5000.0,24.0,1.0,0.0,1.0
27,85.83859,7930.0,27.0,0.0,1.0,1.0
63,88.71514,18662.0,14.0,1.0,0.0,1.0
47,80.76453,14000.0,26.0,1.0,0.0,1.0
29,85.26453,8400.0,16.0,1.0,1.0,1.0
9,80.76453,2508.0,13.0,1.0,0.0,1.0
12,56.96205,3600.0,23.0,0.0,0.0,1.0
11,89.10403,3100.0,14.0,1.0,0.0,1.0
22,52.80773,6424.0,22.0,0.0,1.0,1.0
29,85.26453,8600.0,19.0,1.0,1.0,1.0
63,86.29539,18662.0,14.0,1.0,0.0,1.0
25,71.690445,7300.0,22.0,0.0,1.0,1.0
48,85.26453,14145.0,13.0,1.0,0.0,1.0
20,66.26453,5800.0,21.0,1.0,1.0,1.0
25,61.641068,7200.0,17.0,1.0,0.0,1.0
75,77.42502,22400.0,22.0,0.0,0.0,1.0
70,70.5423,20961.0,24.0,1.0,0.0,1.0
68,88.51144,20168.0,16.0,1.0,0.0,1.0
51,77.42502,15141.0,25.0,0.0,0.0,1.0
43,87.097855,12800.0,23.0,1.0,0.0,1.0
30,90.86946,8900.0,23.0,0.0,1.0,1.0
1,75.70897,100.0,14.0,0.0,1.0,1.0
31,62.844772,9200.0,19.0,1.0,1.0,1.0
6,79.09168,1700.0,18.0,0.0,0.0,1.0
44,84.11638,12944.0,17.0,0.0,0.0,1.0
24,75.70897,7000.0,21.0,0.0,1.0,1.0
23,78.23983,6620.0,15.0,0.0,0.0,1.0
39,67.289215,11600.0,19.0,0.0,0.0,1.0
36,82.23983,10700.0,24.0,0.0,0.0,1.0
73,89.83859,21700.0,22.0,1.0,0.0,1.0
23,79.09168,6728.0,23.0,1.0,1.0,1.0
23,91.52378,6800.0,23.0,0.0,1.0,1.0
12,73.94971,3600.0,23.0,1.0,0.0,1.0
21,71.690445,6100.0,23.0,1.0,1.0,1.0
5,70.5423,1500.0,21.0,0.0,0.0,1.0
12,65.11638,3500.0,21.0,1.0,0.0,1.0
27,88.28304,7930.0,27.0,0.0,1.0,1.0
47,79.974396,14000.0,26.0,0.0,0.0,1.0
74,69.49292,22100.0,25.0,1.0,1.0,1.0
21,82.90033,6100.0,23.0,1.0,0.0,1.0
1,85.26453,300.0,20.0,1.0,0.0,1.0
23,74.77687,6727.0,21.0,1.0,1.0,1.0
60,55.949707,17900.0,21.0,1.0,0.0,1.0
37,77.42502,10835.0,16.0,0.0,0.0,1.0
50,67.289215,14900.0,22.0,0.0,0.0,1.0
11,89.58551,3100.0,14.0,0.0,0.0,1.0
74,82.23983,21977.0,16.0,1.0,0.0,1.0
31,90.246,9200.0,19.0,1.0,1.0,1.0
3,84.11638,903.0,24.0,0.0,0.0,1.0
69,89.58551,20500.0,22.0,0.0,0.0,1.0
28,79.974396,8200.0,24.0,1.0,1.0,1.0
79,88.28304,23200.0,22.0,1.0,0.0,1.0
44,85.26453,12900.0,16.0,1.0,1.0,1.0
74,59.357117,22100.0,25.0,0.0,0.0,1.0
66,90.86946,19758.0,22.0,1.0,0.0,1.0
66,84.11638,19757.0,24.0,1.0,0.0,1.0
13,77.42502,3900.0,22.0,1.0,0.0,1.0
23,66.26453,6728.0,23.0,0.0,0.0,1.0
54,82.90033,16100.0,22.0,0.0,0.0,1.0
73,91.85712,21700.0,22.0,0.0,0.0,1.0
3,70.5423,902.0,23.0,1.0,0.0,1.0
58,79.974396,17154.0,15.0,1.0,0.0,1.0
67,62.844772,20000.0,18.0,1.0,0.0,1.0
61,72.94971,18100.0,20.0,1.0,0.0,1.0
1,88.51144,100.0,14.0,1.0,0.0,1.0
27,82.23983,7900.0,25.0,0.0,1.0,1.0
22,79.974396,6423.0,22.0,1.0,1.0,1.0
27,85.83859,7930.0,27.0,1.0,1.0,1.0
50,62.844772,14700.0,17.0,1.0,0.0,1.0
79,83.48674,23300.0,22.0,0.0,0.0,1.0
7,70.5423,2004.0,23.0,1.0,0.0,1.0
70,79.09168,20962.0,23.0,1.0,0.0,1.0
21,75.70897,6000.0,15.0,0.0,0.0,1.0
68,89.32625,20167.0,17.0,0.0,0.0,1.0
36,75.70897,10700.0,24.0,0.0,0.0,1.0
68,90.406494,20260.0,22.0,0.0,0.0,1.0
7,72.94971,2005.0,24.0,1.0,0.0,1.0
61,75.70897,18060.0,13.0,1.0,0.0,1.0
16,75.70897,4512.0,17.0,1.0,1.0,1.0
58,88.51144,17155.0,15.0,1.0,0.0,1.0
8,85.26453,2205.0,16.0,1.0,0.0,1.0
32,71.690445,9329.0,16.0,1.0,1.0,1.0
63,71.690445,18854.0,22.0,0.0,0.0,1.0
59,90.246,17457.0,14.0,1.0,0.0,1.0
59,82.90033,17457.0,14.0,0.0,0.0,1.0
58,74.77687,17350.0,22.0,0.0,0.0,1.0
51,84.11638,15048.0,17.0,1.0,0.0,1.0
73,85.83859,21800.0,22.0,0.0,0.0,1.0
13,67.289215,3900.0,22.0,0.0,0.0,1.0
21,87.097855,6100.0,23.0,0.0,0.0,1.0
48,68.37563,14300.0,21.0,0.0,0.0,1.0
22,73.94971,6424.0,22.0,0.0,1.0,1.0
58,86.29539,17154.0,15.0,0.0,0.0,1.0
47,76.61638,13900.0,24.0,0.0,0.0,1.0
2,59.357117,600.0,19.0,1.0,0.0,1.0
66,81.480576,19566.0,14.0,1.0,0.0,1.0
65,79.974396,19300.0,16.0,1.0,0.0,1.0
3,65.11638,903.0,24.0,0.0,0.0,1.0
76,79.09168,22668.0,22.0,1.0,0.0,1.0
12,69.49292,3400.0,14.0,0.0,0.0,1.0
7,87.99292,1904.0,14.0,0.0,0.0,1.0
51,87.99292,15000.0,16.0,0.0,0.0,1.0
12,76.61638,3600.0,23.0,0.0,0.0,1.0
39,69.49292,11500.0,20.0,1.0,0.0,1.0
72,85.83859,21373.0,14.0,1.0,0.0,1.0
44,67.289215,13000.0,23.0,1.0,1.0,1.0
30,82.23983,8800.0,23.0,0.0,1.0,1.0
27,82.23983,7930.0,27.0,1.0,1.0,1.0
76,59.357117,22700.0,23.0,0.0,0.0,1.0
58,89.32625,17200.0,23.0,1.0,0.0,1.0
58,87.99292,17349.0,24.0,0.0,0.0,1.0
30,86.29539,8700.0,17.0,0.0,1.0,1.0
80,84.11638,23400.0,13.0,0.0,0.0,1.0
68,89.32625,20167.0,17.0,1.0,0.0,1.0
66,81.480576,19565.0,14.0,1.0,0.0,1.0
20,84.70897,5919.0,21.0,1.0,1.0,1.0
63,82.23983,18853.0,21.0,1.0,0.0,1.0
51,89.83859,15142.0,22.0,1.0,0.0,1.0
19,62.844772,5618.0,26.0,1.0,1.0,1.0
25,73.94971,7400.0,27.0,0.0,0.0,1.0
65,91.381805,19200.0,12.0,1.0,0.0,1.0
41,73.94971,12200.0,22.0,1.0,0.0,1.0
8,77.42502,2308.0,24.0,0.0,0.0,1.0
60,86.29539,17800.0,25.0,0.0,0.0,1.0
58,77.42502,17350.0,22.0,0.0,0.0,1.0
47,68.37563,14000.0,26.0,0.0,0.0,1.0
41,79.974396,12200.0,22.0,1.0,0.0,1.0
7,72.94971,2107.0,23.0,0.0,0.0,1.0
80,90.406494,23400.0,13.0,1.0,0.0,1.0
56,63.986748,16551.0,16.0,0.0,0.0,1.0
51,79.09168,15244.0,25.0,0.0,0.0,1.0
32,84.11638,9329.0,16.0,1.0,1.0,1.0
19,65.11638,5416.0,16.0,0.0,1.0,1.0
17,78.23983,5000.0,24.0,0.0,0.0,1.0
50,78.23983,14900.0,22.0,1.0,0.0,1.0
31,87.99292,9200.0,19.0,1.0,1.0,1.0
10,87.99292,2900.0,19.0,0.0,0.0,1.0
21,86.659584,6000.0,15.0,0.0,0.0,1.0
37,80.76453,10834.0,16.0,1.0,0.0,1.0
58,86.659584,17154.0,15.0,1.0,0.0,1.0
47,82.23983,14000.0,26.0,0.0,0.0,1.0
52,89.32625,15500.0,22.0,0.0,0.0,1.0
62,81.480576,18500.0,23.0,1.0,0.0,1.0
51,88.71514,15243.0,24.0,1.0,0.0,1.0
61,71.690445,18200.0,22.0,0.0,0.0,1.0
52,75.70897,15300.0,13.0,1.0,0.0,1.0
50,75.70897,14700.0,17.0,1.0,0.0,1.0
51,79.09168,15244.0,25.0,1.0,0.0,1.0
41,91.76453,12200.0,22.0,1.0,1.0,1.0
63,85.26453,18663.0,15.0,1.0,0.0,1.0
7,83.48674,2005.0,24.0,0.0,0.0,1.0
49,61.641068,14600.0,20.0,1.0,0.0,1.0
62,78.23983,18400.0,24.0,0.0,0.0,1.0
61,74.77687,18200.0,22.0,1.0,0.0,1.0
58,79.974396,17154.0,15.0,0.0,0.0,1.0
50,54.943535,14900.0,22.0,0.0,0.0,1.0
48,68.37563,14200.0,22.0,0.0,0.0,1.0
44,69.49292,13000.0,23.0,1.0,1.0,1.0
3,65.11638,800.0,22.0,0.0,0.0,1.0
39,68.37563,11500.0,20.0,1.0,0.0,1.0
75,77.42502,22400.0,22.0,1.0,0.0,1.0
54,89.58551,16000.0,21.0,0.0,0.0,1.0
72,84.70897,21464.0,22.0,0.0,0.0,1.0
30,60.499092,8800.0,23.0,0.0,1.0,1.0
9,90.86946,2508.0,13.0,0.0,0.0,1.0
27,69.49292,7823.0,14.0,0.0,1.0,1.0
59,75.70897,17500.0,17.0,1.0,1.0,1.0
63,80.76453,18752.0,21.0,1.0,0.0,1.0
48,73.94971,14200.0,22.0,1.0,0.0,1.0
61,79.09168,18060.0,13.0,0.0,0.0,1.0
9,84.11638,2508.0,13.0,0.0,0.0,1.0
31,85.83859,9200.0,19.0,0.0,1.0,1.0
27,90.558655,7930.0,27.0,0.0,1.0,1.0
49,87.10804,14500.0,22.0,1.0,0.0,1.0
27,89.441376,8032.0,25.0,0.0,1.0,1.0
47,80.08334,13900.0,24.0,0.0,0.0,1.0
50,82.60804,14900.0,22.0,0.0,0.0,1.0
71,90.558655,21071.0,17.0,0.0,0.0,1.0
48,87.70991,14200.0,22.0,1.0,0.0,1.0
72,85.95989,21463.0,23.0,1.0,0.0,1.0
72,93.033966,21464.0,22.0,0.0,0.0,1.0
72,90.94754,21464.0,22.0,0.0,0.0,1.0
55,85.95989,16400.0,21.0,0.0,0.0,1.0
72,89.441376,21374.0,14.0,0.0,0.0,1.0
11,91.42903,3100.0,14.0,0.0,0.0,1.0
24,71.33643,6921.0,14.0,1.0,1.0,1.0
27,91.16977,8032.0,25.0,1.0,1.0,1.0
63,88.941376,18752.0,21.0,0.0,0.0,1.0
73,88.1389,21800.0,22.0,1.0,0.0,1.0
49,87.68211,14500.0,22.0,0.0,0.0,1.0
71,85.33026,21071.0,17.0,0.0,0.0,1.0
58,80.935196,17350.0,22.0,0.0,0.0,1.0
20,88.1389,5700.0,17.0,0.0,1.0,1.0
21,55.706806,6220.0,27.0,0.0,0.0,1.0
27,84.74384,7929.0,26.0,1.0,1.0,1.0
24,77.55249,6922.0,14.0,1.0,1.0,1.0
68,91.91051,20167.0,17.0,1.0,0.0,1.0
58,70.21915,17349.0,24.0,0.0,0.0,1.0
30,90.35495,8700.0,17.0,1.0,1.0,1.0
13,81.81792,3800.0,23.0,1.0,0.0,1.0
21,62.342606,6220.0,27.0,1.0,0.0,1.0
69,91.42903,20600.0,23.0,0.0,0.0,1.0
11,92.42285,3200.0,22.0,0.0,0.0,1.0
