"","x","y"
"3063",-0.6407,0
"3064",-0.5636,0
"3065",-0.7301,0
"3066",-0.5339,0
"3067",-0.6133,0
"3068",-0.7603,0
"3069",-0.6644,0
"3070",-0.5804,0
"3071",0.4834,0
"3072",-0.7288,0
"3073",-0.7244,0
"3074",0.1299,0.5706
"3075",0.2024,0.5372
"3076",-0.5396,0
"3077",-0.5576,0
"3078",-0.5601,0
"3079",-0.5734,0
"3080",-0.619,0
"3081",-0.5965,0
"3082",-0.5754,0
"3083",-0.7375,0
"3084",-0.7066,0
"3085",-0.6233,0
"3086",0.4351,0
"3087",-0.727,0
"3088",-0.7412,0
"3089",0.2478,0.644
"3090",0.3587,0.6696
"3091",-0.5171,0
"3092",-0.6192,0
"3093",-0.5619,0
"3094",-0.643,0
"3095",-0.5179,0
"3096",-0.5136,0
"3097",-0.562,0
"3098",-0.5536,0
"3099",-0.5979,0
"3100",-0.5528,0
"3101",0.2094,0
"3102",-0.6581,0
"3103",-0.6552,0
"3104",0.0024,0.5592
"3105",0.1185,0.5001
"3106",-0.5247,0
"3107",-0.5262,0
"3108",-0.559,0
"3109",-0.533,0
"3110",-0.5078,0
"3111",-0.6323,0
"3112",-0.5125,0
"3113",-0.7501,0
"3114",-0.7204,0
"3115",-0.5235,0
"3116",-0.1409,0
"3117",-0.4968,0
"3118",-0.5458,0
"3119",0.0256,0.6808
"3120",0.3617,0.7185
"3121",-0.6664,0
"3122",-0.7181,0
"3123",-0.7318,0
"3124",-0.7559,0
"3125",-0.6944,0
"3126",-1,0
"3127",-0.6763,0
"3128",-0.6199,0
"3129",-1,0
"3130",-0.8725,0
"3131",0.3511,0
"3132",-0.7256,0
"3133",-0.7452,0
"3134",0.3148,0.6736
"3135",0.4212,0.6603
"3136",-0.5464,0
"3137",-0.5122,0
"3138",-0.5267,0
"3139",-0.5074,0
"3140",0.1523,0.5437
"3141",0.3252,0.6627
"3142",0.3254,0.7575
"3143",0.5151,0.7078
"3144",0.5377,0.6394
"3145",0.2787,0.6415
"3146",0.283,0.9053
"3147",0.3666,0.6556
"3148",0.3111,0.6661
"3149",0.353,0.7024
"3150",0.3653,0.6615
"3151",0.3229,0.7157
"3152",0.4457,0.609
"3153",0.3056,0.7016
"3154",0.4253,0.7264
"3155",0.1346,0.53
"3156",-0.094,0.4816
"3157",-0.0367,0.4809
"3158",-0.0383,0.433
"3159",-0.0627,0.3378
"3160",-0.3245,0.5322
"3161",0.0644,0.5759
"3162",0.2195,0.5109
"3163",0.0218,0.5642
"3164",0.1284,0.6445
"3165",0.0425,0.4808
"3166",-0.0384,0.326
"3167",-0.3373,0.5001
"3168",-0.3665,0.3708
"3169",-0.2424,0.2833
"3170",0.142,0.5111
"3171",0.4209,0.6965
"3172",0.3929,0.7917
"3173",0.5834,0.7331
"3174",0.4333,0.7113
"3175",0.4226,0.7341
"3176",0.4683,0.7476
"3177",0.4995,0.6369
"3178",0.2738,0.8189
"3179",0.6378,0.7762
"3180",1,0.6897
"3181",0.3793,0.6282
"3182",0.2653,0.568
"3183",0.1796,0.5899
"3184",0.2024,0.5581
"3185",0.2846,0.6155
"3186",0.0321,0.5177
"3187",0.0354,0.6402
"3188",0.2804,0.5399
"3189",0.2775,0.6085
"3190",0.217,0.5786
"3191",0.1572,0.601
"3192",0.3571,0.5587
"3193",0.1173,0.728
"3194",0.456,0.6782
"3195",0.3385,1
"3196",1,0.718
"3197",0.436,0.6185
"3198",0.3551,0.6378
"3199",0.2987,0.7098
"3200",0.1173,0.5445
"3201",0.1783,0.5722
"3202",0.1444,0.7003
"3203",0.4005,0.6102
"3204",0.3585,0.6116
"3205",0.2232,0.6535
"3206",0.3071,0.6133
"3207",0.3924,0.6802
"3208",0.3992,0.7197
"3209",0.4537,0.7011
"3210",0.3426,0.7086
"3211",0.4327,0.7032
"3212",0.4182,0.6209
"3213",0.1311,0.674
"3214",0.3852,0.6592
"3215",0.0278,0.4927
"3216",0.0726,0.5195
"3217",0.039,0.649
"3218",0.2981,0.5458
"3219",0.2936,0.5797
"3220",0.1593,0.5455
"3221",0.0911,0.5361
"3222",0.5783,0.4053
"3223",-0.1801,0.4406
"3224",-0.1188,0.2936
"3225",-0.2966,0.4328
"3226",-0.1344,0.4067
"3227",-0.1867,0.4807
"3228",0.3229,0.6862
"3229",0.3936,0.7095
"3230",-0.0792,0.4131
"3231",-0.0726,0.5029
"3232",0.0059,0.5373
"3233",0.0745,0.4513
"3234",-0.0342,0.377
"3235",-0.246,0.3624
"3236",-0.2752,0
"3237",-0.0468,0.3798
"3238",-0.2404,0.3882
"3239",-0.2236,0.3222
"3240",-0.3921,0.3302
"3241",-0.3397,0.4618
"3242",-0.0693,0.4785
"3243",-0.1755,0.3165
"3244",-0.3322,0.2428
"3245",0.1447,0.5465
"3246",0.1449,0.5427
"3247",0.0854,0.6431
"3248",0.2861,0.5799
"3249",0.3039,0.5813
"3250",0.1625,0.575
"3251",0.1551,0.6435
"3252",0.3971,0.6732
"3253",0.3672,0.6046
"3254",0.2092,0.4286
"3255",-0.3084,0.4747
"3256",-0.0505,0.419
"3257",-0.1621,0.4272
"3258",-0.4352,0.3728
"3259",-0.1319,0.3569
"3260",0.2333,0.6145
"3261",0.18,1
"3262",1,0.6476
"3263",0.2952,0.5983
"3264",0.2477,0.5527
"3265",0.1055,0.5224
"3266",0.0447,0.63
"3267",0.3278,0.5593
"3268",0.1186,0.7469
"3269",0.4939,0.5645
"3270",0.0577,0.5748
"3271",0.1496,0.6791
"3272",0.3583,0.5753
"3273",0.0544,0.4703
"3274",-0.0236,0.3551
"3275",0.4326,1
"3276",0.2788,1
"3277",1,0.7067
"3278",0.4134,1
"3279",0.3488,0.6104
"3280",0.2208,0.5396
"3281",0.0792,0.5598
"3282",0.4556,0.7207
"3283",0.4414,0.653
"3284",0.306,0.4485
"3285",0.3097,0.6454
"3286",0.106,0.5081
"3287",0.0162,0.5694
"3288",0.1389,0.5012
"3289",0.1037,0.4903
"3290",0.4113,0.6816
"3291",-0.1449,0.4546
"3292",-0.1718,0.3305
"3293",-0.3391,0.4657
"3294",-0.0687,0.4424
"3295",0.0265,0.4883
"3296",-0.0233,0.434
"3297",-0.107,0.2319
"3298",-0.0664,0.2682
"3299",-0.4637,0.4187
"3300",-0.1626,0.2134
"3301",-0.4821,0.3554
"3302",-0.2892,0.3304
"3303",-0.3391,0.3525
"3304",-0.2527,0.2994
"3305",-0.4011,0.2641
"3306",0.0285,0.3653
"3307",-0.059,0.4495
"3308",-0.0844,0.3525
"3309",-0.2949,0.3337
"3310",-0.0628,0.3575
"3311",-0.2849,0.4483
"3312",-0.1034,0.4808
"3313",-0.103,0.5461
"3314",0.0922,0.5231
"3315",0.0463,0.438
"3316",-0.299,0.4141
"3317",-0.1718,0.5067
"3318",0.0135,0.5806
"3319",-0.0096,0.4021
"3320",-0.1671,0.3429
"3321",-0.296,0.3306
"3322",-0.3049,0.499
"3323",-0.002,0.5509
"3324",0.1018,0.4874
"3325",-0.0564,0.2703
"3326",-0.4595,0.3217
"3327",-0.3566,0.4047
"3328",-0.0847,0.2467
"3329",-0.4822,0.1999
"3330",-0.6003,0.1605
"3331",-0.6658,0.3017
"3332",-0.3966,0.2097
"3333",-0.5806,0.4887
"3334",-0.5739,0.2255
"3335",-0.5491,0
"3336",-0.2721,0.3417
"3337",-0.4076,0.3425
"3338",-0.3149,0.5226
"3339",0.0452,0.4888
"3340",-0.0477,0.3379
"3341",-0.3241,0.3151
"3342",-0.3526,0.3431
"3343",0.574,0.7552
"3344",0.5213,0.7087
"3345",0.4271,0.6519
"3346",0.0508,0.4805
"3347",-0.0389,0.4874
"3348",-0.0117,0.5026
"3349",-0.1142,0.3597
"3350",-0.2648,0.3087
"3351",-0.3618,0.5679
"3352",0.574,0.7552
"3353",0.5213,0.7087
"3354",0.4271,0.6519
"3355",0.0728,0.5507
"3356",0.1184,0
"3357",-0.0708,0.3923
"3358",-0.1599,0.524
"3359",0.048,0.5344
"3360",0.0689,0.4515
"3361",-0.151,0.333
"3362",-0.334,0.4201
"3363",-0.1599,0.5598
"3364",-0.5527,0.1938
"3365",-0.604,0.5005
"3366",0.0011,0.6579
"3367",0.1473,0.5918
"3368",0.1836,0.7174
"3369",0.4347,0.6755
"3370",-0.3182,0.397
"3371",-0.2788,0.4414
"3372",-0.1172,0.4441
"3373",-0.1118,0.4025
"3374",-0.1192,0.3949
"3375",-0.2102,0.4065
"3376",-0.1869,0.5226
"3377",-0.3563,0.3014
"3378",-0.3972,0.4396
"3379",-0.1209,0.4162
"3380",0.1473,0.5918
"3381",0.1836,0.7174
"3382",0.4347,0.6755
"3383",0.232,0.3699
"3384",-0.2068,0.2492
"3385",0.6139,0.81
"3386",1,0.5083
"3387",0.0166,1
"3388",1,0.8247
"3389",0.5742,1
"3390",1,0.7296
"3391",0.5838,1
"3392",1,0.4746
"3393",-0.011,0.2794
"3394",-0.4411,0.0952
"3395",-0.1927,0.4398
"3396",-0.1204,0.2674
"3397",-0.4652,0.4901
"3398",-0.5079,0
"3399",-1,0
"3400",0.2673,1
"3401",0.489,0.7643
"3402",0.5286,1
"3403",1,0.7594
"3404",0.4711,1
"3405",1,0.4579
"3406",-0.0843,0.3829
"3407",-0.1998,0.3431
"3408",-0.3138,0
"3409",-1,0
"3410",-1,0.4948
"3411",0.0759,0.6055
"3412",0.2503,0.7761
"3413",0.1815,0.6484
"3414",0.2969,1
"3415",0.4868,0.8973
"3416",0.1603,0.5907
"3417",0.1814,0.7614
"3418",0.5228,0.7802
"3419",0.0051,1
"3420",1,0.6025
"3421",0.2051,0.6724
"3422",0.7902,0.8806
"3423",0.7612,0.8785
"3424",0.7571,0.3262
"3425",-0.8562,0.2965
"3426",-0.3739,0
"3427",-1,0.308
"3428",0.5889,0.8214
"3429",0.6429,0.7691
"3430",1,1
"3431",1,1
"3432",1,0.8715
"3433",0.743,1
"3434",0.3892,0.7531
"3435",0.5062,0.7152
"3436",0.4303,0.6102
"3437",-0.1135,0.4697
"3438",-0.0606,0
"3439",-1,0.393
"3440",1,1
"3441",1,1
"3442",1,0.7855
"3443",0.2323,0.7863
"3444",0.5726,1
"3445",0.9907,1
"3446",1,0.6737
"3447",0.3474,1
"3448",1,1
"3449",0.2694,0.5618
"3450",0.1236,0.5459
"3451",0.2786,0.7303
"3452",1,1
"3453",1,1
"3454",1,1
"3455",1,0.8154
"3456",0.6307,0.5419
"3457",0.105,1
"3458",0.0657,0.6082
"3459",0.25,1
"3460",0.3002,1
"3461",-0.249,0.3759
"3462",-0.245,0.4285
"3463",-0.1389,0
"3464",-0.1249,0.1916
"3465",-0.6169,0.0731
"3466",-0.8538,0.2541
"3467",-0.1819,0
"3468",-0.6224,0
"3469",-1,0
"3470",0.0705,0.6987
"3471",0.3974,0.6388
"3472",0.2776,0.8367
"3473",-1,0.3085
"3474",-0.3617,0.3069
"3475",0.2087,0.6941
"3476",0.4835,0.6904
"3477",0.3808,0.7664
"3478",0.5327,1
"3479",0.3921,0.5925
"3480",0.185,0.5443
"3481",0.1124,0.3824
"3482",-0.055,0
"3483",-0.8178,0.3571
"3484",-0.2858,0
"3485",-0.163,0
"3486",-1,0
"3487",-1,0.4181
"3488",-0.8419,0.2029
"3489",-0.5485,0
"3490",0.1329,0.5723
"3491",0.3324,0.6726
"3492",0.3452,1
"3493",1,0.7615
"3494",0.3877,0.4276
"3495",-0.1449,0.3506
"3496",-0.2988,0.3625
"3497",0.1529,0.5162
"3498",0.09,0.505
"3499",0.0337,0.4826
"3500",-0.1239,0.3822
"3501",-0.2355,0.3768
"3502",-0.2465,0.518
"3503",0.201,0.6649
"3504",0.3831,0.6686
"3505",0.0482,0.5837
"3506",0.0129,0.541
"3507",0.082,0.7657
"3508",0.5313,0.5802
"3509",0.1645,0.4628
"3510",-0.0744,0.4011
"3511",-0.1978,0.3908
"3512",-0.0179,0.4265
"3513",-0.147,0.3812
"3514",-0.2375,0.3063
"3515",0.0403,1
"3516",1,0.634
"3517",0.268,1
"3518",0.1757,0.6502
"3519",0.3431,0.6092
"3520",-0.0838,0.429
"3521",-0.1332,0.4647
"3522",-0.0583,0.4498
"3523",-0.0134,0.4167
"3524",-0.1667,0.4018
"3525",-0.1963,0.4555
"3526",0.0841,0.5474
"3527",0.1588,0.5335
"3528",0.0671,0.4886
"3529",-0.2502,0.398
"3530",-0.204,0.3189
"3531",-0.3622,0.3396
"3532",-0.8747,0.2518
"3533",-0.4688,0.2522
"3534",-0.076,0.3454
"3535",-0.2961,0
"3536",1,1
"3537",1,1
"3538",1,1
"3539",1,1
"3540",-0.1982,0.3424
"3541",-0.3151,0.3844
"3542",-0.1868,0.2622
"3543",-0.2253,0.3748
"3544",-0.2504,0.3606
"3545",-0.2787,0
"3546",-0.02,0
"3547",-1,0.3997
"3548",-0.193,0
"3549",-0.3462,0.3389
"3550",-0.306,0
"3551",1,1
"3552",1,1
"3553",1,1
"3554",1,1
"3555",-0.2508,0.4535
"3556",-0.093,0.3421
"3557",-0.2115,0.2557
"3558",-0.3222,0.424
"3559",-0.1521,0.46
"3560",-0.08,0.3668
"3561",-0.2178,0.333
"3562",-0.334,0
"3563",-0.9425,0.4871
"3564",-0.4716,0.3547
"3565",-0.278,0.3067
"3566",1,1
"3567",0.9999,1
"3568",1,1
"3569",1,1
"3570",1,1
"3571",1,0.908
"3572",0.824,0.8913
"3573",0.9177,0.9897
"3574",0.9794,1
"3575",1,1
"3576",0.9241,0.8057
"3577",0.6113,0.9608
"3578",0.9216,0.7373
"3579",0.272,0.4735
"3580",-0.0309,0.419
"3581",0.6996,0.9371
"3582",1,0.7341
"3583",0.4682,1
"3584",1,1
"3585",-0.1801,0.5867
"3586",0.1734,0.8138
"3587",0.707,0.8371
"3588",0.9951,0.8038
"3589",0.6076,1
"3590",1,0.9794
"3591",1,0.775
"3592",0.5499,0.9616
"3593",0.9232,1
"3594",1,0.4825
"3595",-0.017,0.4357
"3596",1,1
"3597",1,1
"3598",1,1
"3599",1,1
"3600",0.0597,1
"3601",1,0.5624
"3602",0.3342,0.7592
"3603",0.9999,1
"3604",1,0.9684
"3605",0.9368,0.9413
"3606",0.9177,0.789
"3607",0.5781,0.6438
"3608",0.2982,0.6714
"3609",0.0101,0.5569
"3610",0.1349,0.6973
"3611",0.647,1
"3612",1,1
"3613",1,1
"3614",1,1
"3615",-0.2113,0.3656
"3616",-0.2688,0.2957
"3617",-0.2977,0.3765
"3618",-0.1565,0.4269
"3619",-0.1399,0.3829
"3620",-0.2341,0.4657
"3621",0.1976,0.7272
"3622",0.4567,0.6653
"3623",0.3359,0.9283
"3624",-0.5815,0.2731
"3625",-0.4364,0.2816
"3626",1,1
"3627",0.5783,1
"3628",1,1
"3629",1,1
"3630",-0.1911,0.6436
"3631",0.2872,0.7611
"3632",0.5465,1
"3633",0.8454,1
"3634",1,0.9381
"3635",0.8985,0.7257
"3636",0.9359,0.5977
"3637",0.1954,0.6774
"3638",0.3619,0.7053
"3639",0.5388,0.7119
"3640",0.4403,1
"3641",0.7673,1
"3642",0.8325,0.8007
"3643",0.6013,1
"3644",1,0.7916
"3645",1,0.713
"3646",0.426,0.7606
"3647",0.6103,0.8485
"3648",0.7419,1
"3649",1,0.6587
"3650",0.3175,0.8634
"3651",0.7267,0.6728
"3652",1,1
"3653",0.9999,1
"3654",1,0.4896
"3655",-0.0209,0.827
"3656",0.0949,0.5592
"3657",0.1185,0.6888
"3658",0.3775,0.333
"3659",0.8119,0.6886
"3660",0.3771,0.3516
"3661",-0.2968,0.2099
"3662",0.9441,0.6422
"3663",0.2844,0.5932
"3664",0.1864,0.6431
"3665",0.0681,0.5279
"3666",0.0845,0.3348
"3667",1,1
"3668",1,1
"3669",1,0.4896
"3670",-0.0209,0.827
"3671",0.1779,0.8638
"3672",0.7277,0.4877
"3673",-0.0247,0.2099
"3674",0.0563,0.7571
"3675",0.5147,0.8346
"3676",0.6692,0.6041
"3677",0.1476,0.5235
"3678",0.0469,0.5797
"3679",0.3728,1
"3680",0.9999,0.6135
"3681",0.2271,0.4896
"3682",-0.0209,0.827
"3683",0.0949,0.4686
"3684",-0.0629,0.3288
"3685",-0.3425,0.333
"3686",-0.0365,0.7762
"3687",0.5524,0.2156
"3688",-0.5689,0.2099
"3689",0.6528,0.202
"3690",-0.5961,0.2531
"3691",-0.4938,0.295
"3692",-0.3543,0.4185
"3693",-0.1385,0
"3694",0.7551,1
"3695",0.9999,1
"3696",1,0.4896
"3697",-0.0209,0.827
"3698",0.0949,0.6499
"3699",0.2998,0.5088
"3700",0.0175,0.333
"3701",0.9579,0.7745
"3702",0.6202,0.6919
"3703",0.3839,0.7237
"3704",-0.0361,0.365
"3705",-0.2701,0.4248
"3706",0.7389,1
"3707",0.9999,1
"3708",1,0.4896
"3709",-0.0209,0.827
"3710",1,1
"3711",1,1
"3712",1,0.4896
"3713",-0.0209,0.827
"3714",1,1
"3715",1,1
"3716",-0.015,0.4365
"3717",-0.127,0.4122
"3718",-0.1757,0.4157
"3719",1,1
"3720",1,0.8466
"3721",0.6931,0.8017
"3722",-0.0369,0.5582
"3723",0.1164,0.6326
"3724",0.2652,0.6121
"3725",0.0547,0.6375
"3726",0.275,0.6688
"3727",0.3377,0.5223
"3728",-0.2321,0.2743
"3729",-0.4515,0
"3730",0.8229,1
"3731",1,1
"3732",1,1
"3733",1,0.8248
"3734",0.4536,0.7626
"3735",0.5252,1
"3736",1,0.5654
"3737",-0.0369,0.5582
"3738",0.1164,0.8175
"3739",0.635,0.7059
"3740",0.0547,0.9944
"3741",0.9887,0.9974
"3742",0.9948,0.5693
"3743",0.2266,0.5948
"3744",0.1896,0.952
"3745",1,1
"3746",1,0.8957
"3747",0.7915,1
"3748",1,1
"3749",0.3145,1
"3750",1,0.789
"3751",0.5779,0.5654
"3752",-0.0369,0.5582
"3753",0.1164,0.604
"3754",0.2081,0.7703
"3755",0.0547,0.5626
"3756",0.1257,0.4898
"3757",-0.0203,0.7265
"3758",0.153,0.612
"3759",0.2239,0.5545
"3760",0.6204,0.8213
"3761",1,0.6092
"3762",0.2184,1
"3763",1,0.7049
"3764",0.2784,1
"3765",1,0.5283
"3766",0.0568,0.5777
"3767",0.3637,0.5582
"3768",0.1164,0.7312
"3769",0.4624,0.6577
"3770",0.2957,0.5626
"3771",0.1257,0.4984
"3772",-0.0032,0.4408
"3773",-0.2001,0.43
"3774",-0.1373,0
"3775",0.413,0.7653
"3776",1,0.5144
"3777",0.0288,0.6697
"3778",0.3395,1
"3779",1,0
"3780",-1,0.3833
"3781",-0.2334,0.2421
"3782",-0.0798,0.4103
"3783",-0.1795,0.4893
"3784",-0.0214,0.4424
"3785",0.0547,0.5626
"3786",0.1257,0.4898
"3787",-0.0203,0.4011
"3788",0.1441,0.6168
"3789",0.2336,1
"3790",0.333,1
"3791",1,0.5474
"3792",0.0948,0.7152
"3793",0.4303,0.6198
"3794",0.3209,1
"3795",1,0.6198
"3796",0.2397,0.7227
"3797",-0.5161,0.348
"3798",-0.3038,0.2125
"3799",-0.5751,0.6225
"3800",0.9723,0.7016
"3801",0.4032,0.4654
"3802",-0.0692,0.4077
"3803",-1,0.3282
"3804",-0.3436,0.4577
"3805",0.1091,0.6241
"3806",0.2482,1
"3807",1,0.6142
"3808",1,0.6318
"3809",0.2636,0.55
"3810",0.1,0.5336
"3811",-0.0369,0.6572
"3812",0.3143,0.604
"3813",0.2081,0.7177
"3814",0.1766,0.5626
"3815",0.1257,0.4898
"3816",-0.0203,0.6756
"3817",-0.4678,0.3794
"3818",-0.2412,0.4577
"3819",1,1
"3820",1,1
"3821",1,1
"3822",1,0.2918
"3823",-0.4164,0
"3824",-1,0.3284
"3825",0.1349,0.5802
"3826",0.1603,0.604
"3827",0.2081,0.6926
"3828",-0.6052,0.5626
"3829",0.1257,0.2699
"3830",-0.4602,0.5101
"3831",-1,0.3252
"3832",-0.3496,0.3421
"3833",1,1
"3834",1,0.5616
"3835",0.1232,0.7063
"3836",-0.5332,0.2192
"3837",-0.5617,0.6149
"3838",0.2298,0.7037
"3839",-0.5717,0.2917
"3840",-0.4167,0
"3841",-0.9989,0.419
"3842",-1,0.3134
"3843",-0.3732,0.4577
"3844",1,0.3893
"3845",-0.2213,0.4514
"3846",-0.0973,0.4589
"3847",-0.4736,0.3368
"3848",-0.3265,0.604
"3849",0.2081,0.2105
"3850",-0.2383,0.2883
"3851",-0.4235,0.2653
"3852",-0.4694,0.5101
"3853",-0.2001,0.3339
"3854",-0.3321,0.4577
"3855",-0.2112,1
"3856",1,0.7658
"3857",0.5316,0.5654
"3858",-0.0369,0.9112
"3859",0.8223,0.5529
"3860",0.1057,0.5946
"3861",0.2103,0.7271
"3862",0.4543,0.6084
"3863",0.2169,0.5194
"3864",0.0315,0.5791
"3865",0.1582,0.6487
"3866",-0.2117,0.5694
"3867",0.1389,0.5704
"3868",0.1408,0.7171
"3869",-0.0191,0.4609
"3870",-0.078,0.6164
"3871",0.2328,0.4546
"3872",0.0547,0
"3873",-0.9938,0.4898
"3874",-0.0203,0.5101
"3875",-0.2995,0.3843
"3876",-0.2314,0.4577
"3877",-0.0369,0.7833
"3878",0.5666,0.604
"3879",0.2081,0.749
"3880",0.0547,0.2503
"3881",-0.4994,0.2884
"3882",-0.4232,0.5101
"3883",-0.2001,0.3562
"3884",-0.2876,0.4577
"3885",0.381,0.7287
"3886",0.4574,0.6313
"3887",0.2626,0.7495
"3888",0.108,0.7376
"3889",0.4751,0.5485
"3890",0.097,0.6604
"3891",-0.2001,0.2651
"3892",-0.4698,0.4577
"3893",0.4105,0.7042
"3894",0.4085,0.7417
"3895",0.4835,0.6537
"3896",-0.3143,0.5626
"3897",0.1257,0.339
"3898",-0.322,0
"3899",-0.0759,0.429
"3900",-0.0852,0.3692
"3901",0.1274,0.6965
"3902",0.3931,0.694
"3903",0.3881,0.5101
"3904",-0.1613,0.36
"3905",-0.2801,0.4577
"3906",0.0547,0.5626
"3907",0.1257,0.4898
"3908",-0.0203,0.7832
"3909",1,0.8875
"3910",0.7751,0.4577
"3911",0.2106,0.7354
"3912",0.4707,0.4898
"3913",-0.0203,0.3962
"3914",-0.2001,0
"3915",-1,0.4577
"3916",0.2852,0.6905
"3917",0.3811,0.7239
"3918",0.4478,0.6198
"3919",0.3215,0.6557
"3920",0.3115,0.4577
"3921",0.2249,0.6499
"3922",0.2999,0.4577
"3923",-1,0
"3924",-1,0.2525
"3925",-0.2672,0.3814
"3926",-0.2373,0.4577
"3927",-0.2001,0.7346
"3928",0.4692,0.4577
"3929",0.9998,0.9999
"3930",0.6742,0.7869
"3931",0.5738,1
"3932",1,1
"3933",0.4452,0.5801
"3934",0.1607,0.6818
"3935",0.3637,1
"3936",0.722,1
"3937",1,1
"3938",1,1
"3939",0.6317,1
"3940",1,0.67
"3941",0.3401,0.7122
"3942",-0.531,0.3179
"3943",-0.3642,0
"3944",1,1
"3945",1,0.9999
"3946",0.9998,1
"3947",1,1
"3948",0.9992,1
"3949",1,1
"3950",1,0.9178
"3951",1,1
"3952",1,1
"3953",1,0.7359
"3954",1,1
"3955",1,0.6169
"3956",0.2338,0.7302
"3957",0.3234,0.5397
"3958",0.0793,0.5679
"3959",1,0.9999
"3960",1,1
"3961",0.9999,1
"3962",1,1
"3963",-0.149,0.6116
"3964",0.2331,1
"3965",1,1
"3966",0.7541,0.8873
"3967",0.7747,1
"3968",1,1
"3969",0.6276,0.9974
"3970",0.9948,1
"3971",1,0.6316
"3972",-0.3106,0.3889
"3973",-0.2221,0
"3974",1,1
"3975",1,1
"3976",1,0.9999
"3977",0.9999,1
"3978",0.1384,0.4984
"3979",-0.0033,0.4248
"3980",-0.1505,0.3484
"3981",0.1016,0.6831
"3982",0.3663,0.8091
"3983",0.6183,0.6943
"3984",-0.0621,0.4677
"3985",-0.0646,0.6029
"3986",0.2058,0.5243
"3987",-0.1574,0.5776
"3988",0.1552,0.6107
"3989",0.9938,0.9999
"3990",0.2877,0.592
"3991",0.184,1
"3992",1,0.9966
"3993",0.0806,0.3987
"3994",-0.2026,0.4436
"3995",-0.1129,0.4264
"3996",0.4329,0.6668
"3997",0.3336,0.7548
"3998",0.5096,0.7404
"3999",1,0.7531
"4000",0.5062,0.782
"4001",0.564,0.7559
"4002",0.3826,1
"4003",1,1
"4004",1,1
"4005",1,1
"4006",1,1
"4007",1,1
"4008",1,0.6791
"4009",0.3582,1
"4010",1,1
"4011",0.0291,0.5171
"4012",0.0342,0.4559
"4013",-0.0881,0.4094
"4014",-0.3829,0.4046
"4015",-0.1909,0.4108
"4016",-0.1783,0.4969
"4017",-0.2833,0.422
"4018",-0.1561,0.293
"4019",1,1
"4020",0.9999,0.9954
"4021",0.9927,0.9999
"4022",0.9999,0.7417
"4023",0.0945,0.6497
"4024",0.2993,1
"4025",1,0.7251
"4026",0.0057,0.5509
"4027",0.1019,0.6652
"4028",0.3305,0.6812
"4029",0.1044,0.6638
"4030",0.3276,0.6478
"4031",0.2956,0.6011
"4032",-0.0385,0.422
"4033",-0.1561,0.4463
"4034",1,1
"4035",1,0.9999
"4036",0.9999,1
"4037",1,1
"4038",0.9996,0.7701
"4039",0.5403,1
"4040",1,1
"4041",1,0.6975
"4042",0.3949,1
"4043",1,0.7459
"4044",1,0.864
"4045",0.7279,1
"4046",1,0.6875
"4047",-0.253,0.4744
"4048",-0.0512,0.3763
"4049",1,0.9999
"4050",1,1
"4051",1,1
"4052",1,1
"4053",0.2104,1
"4054",1,1
"4055",1,0.7172
"4056",0.4969,0.7908
"4057",0.5816,0.7693
"4058",0.5386,0.6802
"4059",0.3496,1
"4060",1,0.6288
"4061",0.2576,0.5583
"4062",0.1578,0.3445
"4063",-0.3109,0
"4064",1,1
"4065",1,1
"4066",1,1
"4067",1,1
"4068",1,0.6571
"4069",0.3143,1
"4070",1,1
"4071",0.3673,1
"4072",1,1
"4073",1,0.8022
"4074",1,0.6726
"4075",0.3453,0.6398
"4076",0.2796,0.5829
"4077",-0.3049,0.4765
"4078",-0.0469,0.404
"4079",0.3119,0.3569
"4080",-0.2861,0.3068
"4081",1,1
"4082",0.6462,1
"4083",1,1
"4084",1,0.8215
"4085",1,1
"4086",1,1
"4087",1,0.8735
"4088",1,0.4722
"4089",0.0381,0.8108
"4090",0.6333,0.8108
"4091",0.0181,0.6196
"4092",0.2685,0.0633
"4093",-0.7216,0.4746
"4094",1,1
"4095",1,0.6452
"4096",0.2903,0.9181
"4097",0.8361,0.7803
"4098",0.101,0.6863
"4099",0.3726,0.5123
"4100",0.0245,0.6927
"4101",0.6717,0.9256
"4102",0.8513,0.8108
"4103",0.6333,0.8108
"4104",0.0181,0.9068
"4105",0.8341,0.8947
"4106",0.7894,0.4746
"4107",-0.122,0.443
"4108",-0.0828,0.0496
"4109",0.3286,1
"4110",1,1
"4111",1,1
"4112",1,0.836
"4113",0.2457,0.5968
"4114",0.1935,1
"4115",1,1
"4116",-0.1702,0.2669
"4117",-0.4662,0.8108
"4118",0.6333,0.8108
"4119",0.0181,0.6196
"4120",0.2685,0.1066
"4121",-0.7868,0.4746
"4122",1,1
"4123",1,0.6806
"4124",0.3613,1
"4125",1,0.7416
"4126",1,1
"4127",1,1
"4128",1,1
"4129",1,1
"4130",1,0.8108
"4131",0.6333,0.8108
"4132",0.0181,0.6196
"4133",0.2685,0.0484
"4134",-0.6371,0.4746
"4135",-0.122,0.443
"4136",-0.0828,0.2711
"4137",1,1
"4138",1,1
"4139",1,1
"4140",1,1
"4141",1,1
"4142",1,1
"4143",1,1
"4144",1,0.5255
"4145",0.051,0.8108
"4146",0.6333,0.8108
"4147",0.0181,0.6849
"4148",0.4551,0.7113
"4149",0.5117,0.4746
"4150",-0.122,0.4172
"4151",-0.1655,0.2711
"4152",1,1
